股票代码,股票简称,行业概念,事件概念,交易概念
688173.SH,希荻微,"汽车芯片,芯片,芯片制造,IGBT",,"融资融券,新股与次新股,科创次新股,转融券标的"
601009.SH,南京银行,,,"MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,优先股,富时罗素,沪股通,证金持股"
300470.SZ,中密控股,核电,军工,"参股新三板,深股通"
300880.SZ,迦南智能,"充电桩,电力物联网,智能电网,物联网,虚拟电厂,智能表",,"融资融券,转融券标的"
603326.SH,我乐家居,全屋定制,恒大,
600741.SH,华域汽车,"汽车电子,新能源汽车,汽车热管理,智能汽车","迪士尼,特斯拉,比亚迪,地方国资改革","MSCI,融资融券,标普道琼斯A股,养老金持股,转融券标的,参股券商,富时罗素股,富时罗素,沪股通,证金持股"
600208.SH,新湖中宝,"培育钻石,元宇宙,NFT,锂电池,互联网金融,工业用地,区块链应用,大数据,保障房,煤炭,涉矿,区块链,金融科技",嘉兴土改,"MSCI,融资融券,标普道琼斯A股,参股外资金融,转融券标的,独角兽,参股银行,富时罗素股,期货,富时罗素,证金持股"
600178.SH,东安动力,"北汽新能源,节能环保,新能源汽车","地方国资改革,理想汽车,中兵系,央企国资改革,国六标准、国六排放、国六",
300182.SZ,捷成股份,"广播电视,影视娱乐,文化传媒,虚拟现实,元宇宙,数据存储,电子信息,知识产权保护,增强现实,超清视频,虚拟数字人,网络视频","数字经济,阅兵,国产软件,抖音,腾讯,冬奥会,华为,三网融合","融资融券,转融券标的,富时罗素股,深股通,富时罗素"
600312.SH,平高电气,"数字孪生,充电桩,智能电网,储能,特高压,柔性直流输电,高端装备,风电","央企国资改革,一带一路,地方国资改革,新基建","融资融券,标普道琼斯A股,转融券标的,半年报预增,富时罗素股,富时罗素"
833509.BJ,同惠电子,,,
002808.SZ,恒久科技,"燃料电池,网络安全,区块链,激光",军工,
300215.SZ,电科院,"分布式发电,柔性直流输电,特高压,智能电网","新基建,军工,军民融合",深股通
600369.SH,西南证券,,地方国资改革,"MSCI,融资融券,标普道琼斯A股,转融券标的,参股基金,富时罗素股,期货,富时罗素,沪股通,证金持股"
002656.SZ,ST摩登,"新能源汽车,区块链,虚拟现实","腾讯,三胎","分拆上市意愿,ST板块"
603313.SH,梦百合,"C2M,跨境电商,智能家居",,"人民币贬值受益,独角兽,沪股通,半年报预增"
600345.SH,长江通信,"光纤,光纤光缆,5G,智能交通,卫星导航,VR设备","央企国资改革,宽带中国,地方国资改革","标普道琼斯A股,融资融券,富时罗素股,转融券标的"
301226.SZ,祥明智能,"充电桩,汽车热管理,冷链物流,数据中心,机器人,新能源汽车,智能制造","华为,比亚迪","融资融券,注册制次新股,新股与次新股,转融券标的"
601138.SH,工业富联,"物联网,云计算,工业互联网,5G,大数据,机器人,新能源汽车,工业机器人,智能制造,人工智能","苹果,富士康,智慧城市,郭台铭","MSCI,融资融券,标普道琼斯A股,转融券标的,台湾股,富时罗素股,富时罗素,沪股通"
002121.SZ,科陆电子,"充电桩,电力物联网,智能电网,储能,锂电制造,锂电池,互联网金融,虚拟电厂,边缘计算,能源互联网,新能源汽车,磷酸铁锂,新能源,无线充电","华为,电力改革,新基建",标普道琼斯A股
300536.SZ,农尚环境,"芯片,海绵城市,园林开发,垃圾分类,节能环保",PPP,"创业板重组松绑,股权转让"
000911.SZ,南宁糖业,"月饼,调味品,口罩,甘蔗废料利用,白糖","土地流转,厄尔尼诺,地方国资改革",
600909.SH,华安证券,,地方国资改革,"MSCI,融资融券,标普道琼斯A股,转融券标的,参股基金,富时罗素股,期货,富时罗素"
603101.SH,汇嘉时代,预制菜,"新零售,室外经济",
300033.SZ,同花顺,"人工智能,金融科技,互联网金融,电子信息,大数据,机器人,智能金融,金融信息服务,服务机器人,电子商务",国产软件,"MSCI,融资融券,转融券标的,富时罗素股,基金三方销售,深股通,富时罗素"
600882.SH,妙可蓝多,"蜱虫,乳业,乳粉",,沪股通
601399.SH,国机重装,"大飞机,氢能源,抽水蓄能,超超临界发电,储能,人造太阳,固废处理,工业母机,核电,高端装备,智能制造,风电","央企国资改革,一带一路,地方国资改革",
600556.SH,天下秀,"元宇宙,广告营销,文化传媒,NFT,职业教育,知识产权保护,大数据,新媒体,区块链",网红经济,"富时罗素,沪股通"
603590.SH,康辰药业,"创新药,知识产权保护","猴痘,专精特新","标普道琼斯A股,创投"
002423.SZ,中粮资本,"轧板,金控平台","央企国资改革,中粮系,金改,地方国资改革","参股保险,富时罗素股,期货,深股通,信托,富时罗素"
002174.SZ,游族网络,"动漫,云游戏,虚拟现实,IP,大数据,电子竞技,手机游戏,网络游戏","谷歌,腾讯,抖音,商汤科技,华为,facebook","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,参股新三板,富时罗素"
601669.SH,中国电建,"基建工程,轨道交通,抽水蓄能,钴,小金属,水利,绿色电力,涉矿,新能源,特高压,光伏,风电","南水北调,碳中和,地方国资改革,PPP,一带一路,碳交易,央企国资改革","MSCI,融资融券,标普道琼斯A股,转融券标的,中字头股票,富时罗素股,富时罗素,沪股通,证金持股"
300795.SZ,米奥会展,"大数据,电子商务","进口博览会,一带一路","人民币贬值受益,摘帽"
601952.SH,苏垦农发,"粮食,农业种植,食用油,玉米","地方国资改革,乡村振兴,农垦改革,农业供给侧改革,土地流转","融资融券,转融券标的,富时罗素股,富时罗素,沪股通"
601099.SH,太平洋,"互联网券商,互联网金融",,"MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素"
603099.SH,长白山,"网约车,旅游",地方国资改革,
603833.SH,欧派家居,"C2M,全屋定制",大消费,"MSCI,融资融券,标普道琼斯A股,养老金持股,转融券标的,富时罗素股,富时罗素,沪股通"
600715.SH,文投控股,"影视娱乐,文化传媒,网络直播,手机游戏,网络游戏","冬奥纪念品,冬奥会,地方国资改革",范冰冰股
600075.SH,新疆天业,"煤化工,抗旱,电石,可降解塑料,生态农业,水利,水泥,乙二醇,节水灌溉,新能源,PVC,烧碱","循环经济,一带一路,地方国资改革","标普道琼斯A股,融资融券,转融券标的,富时罗素股,沪股通"
600653.SH,申华控股,"余额宝,职业教育,二手车,汽车电商,垃圾分类,光伏","地方国资改革,汽车关税下调","融资融券,老八股,转融券标的"
601600.SH,中国铝业,"稀有金属,有色铝,稀土永磁,铝材加工,小金属,稀土整合,氧化铝","央企国资改革,俄乌冲突,地方国资改革","MSCI,融资融券,标普道琼斯A股,转融券标的,中字头股票,富时罗素股,富时罗素,债转股(AMC),沪股通,证金持股,央企控股"
688789.SH,宏华数科,高端装备,,"融资融券,转融券标的"
603023.SH,威帝股份,"汽车电子,胎压监测,无人驾驶,车联网,EDR",地方国资改革,股权转让
002413.SZ,雷科防务,"芯片,汽车电子,雷达,无人驾驶,智能交通,5G,卫星导航,无人机","比亚迪,华为,军工,航天军工,百度","标普道琼斯A股,融资融券,转融券标的,参股新三板,深股通"
605118.SH,力鼎光电,"安防,机器视觉,消费电子","国产替代,富士康,专精特新,外贸受益",
002429.SZ,兆驰股份,"芯片,MiniLED,F5G,智能电视,电子信息,节能照明,WiFi 6,第三代半导体,氮化镓,超清视频,5G,智能音箱,数字电视,消费电子,网络视频","恒大,地方国资改革,拼多多,富士康,小米","融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
688089.SH,嘉必优,"保健品,维生素,化妆护肤品",三胎,"融资融券,转融券标的"
000407.SZ,胜利股份,"油气管网,充电桩,天然气,地下管网,草甘膦,页岩气","新型城镇化,俄乌冲突",
000963.SZ,华东医药,"医疗器械,创新药,冬虫夏草,中医药,生物医药,化妆护肤品,抗癌,冷链物流,医药电商,仿制药,肝炎,医美,胰岛素","医疗改革,医保目录","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素,证金持股"
002602.SZ,世纪华通,"元宇宙,人脑工程,虚拟现实,云游戏,数据中心,电子竞技,新能源汽车,手机游戏,网络游戏","比亚迪,中概股回归,腾讯,华为,特斯拉","MSCI,标普道琼斯A股,融资融券,转融券标的,深股通"
002242.SZ,九阳股份,"家用电器,智能家居,大豆,分离膜,净水,电子商务",,"融资融券,标普道琼斯A股,养老金持股,转融券标的,富时罗素股,深股通,富时罗素,证金持股"
600266.SH,城建发展,,"棚户区改造,地方国资改革","融资融券,转融券标的,创投,参股券商,富时罗素股,参股新三板,北交所"
002607.SZ,中公教育,"超级品牌,职业教育,在线教育",,"标普道琼斯A股,融资融券,参股民营银行,转融券标的,深股通"
600859.SH,王府井,"便利店,免税店,电子商务","冬奥纪念品,新零售,地方国资改革,抖音,微信,冬奥会,奥运会","MSCI,融资融券,标普道琼斯A股,老字号,转融券标的,富时罗素股,富时罗素"
002673.SZ,西部证券,,地方国资改革,"MSCI,融资融券,标普道琼斯A股,转融券标的,参股基金,富时罗素股,期货,深股通,参股新三板,富时罗素"
600520.SH,文一科技,"芯片,先进封装（Chiplet）,集成电路,芯片封装测试,机器人,工业机器人",,
300606.SZ,金太阳,"新材料,高端装备,口罩,工业母机",,"送转填权,创业板重组松绑"
600655.SH,豫园股份,"培育钻石,白酒,冰雪产业,化妆护肤品,体育产业,黄金租赁,黄金,中医药,小金属","新零售,宠物经济,大消费,蚂蚁金服,迪士尼","MSCI,融资融券,标普道琼斯A股,老字号,老八股,转融券标的,富时罗素股,富时罗素,沪股通"
600600.SH,青岛啤酒,"啤酒,超级品牌","新零售,地方国资改革,世界杯,大消费,厄尔尼诺,商品新零售","MSCI,融资融券,标普道琼斯A股,老字号,转融券标的,富时罗素股,富时罗素,沪股通,证金持股"
002555.SZ,三七互娱,"动漫,影视娱乐,文化传媒,NFT,虚拟现实,元宇宙,云游戏,在线教育,音乐产业,手机游戏,网络游戏",腾讯音乐,"MSCI,融资融券,标普道琼斯A股,转融券标的,半年报预增,创投,富时罗素股,深股通,参股新三板,富时罗素"
003035.SZ,南网能源,"智能电网,光伏,新能源,建筑节能,绿色电力,节能环保,风电","央企国资改革,碳中和,地方国资改革","融资融券,深股通,转融券标的"
000652.SZ,泰达股份,"重金属治理,余额宝,油气运输仓储,生物质能发电,固废处理,垃圾发电,口罩,生物质能,废气处理,节能环保","碳中和,循环经济,地方国资改革,PPP,流感","融资融券,转融券标的,创投,独角兽,参股券商,深股通,信托,债转股(AMC),证金持股"
601336.SH,新华保险,互联网保险,"蚂蚁金服,央企国资改革","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通,证金持股"
300494.SZ,盛天网络,"元宇宙,广告营销,文化传媒,云游戏,云计算,大数据,电子竞技,手机游戏,VPN,网络游戏","东数西算（算力）,快手","创投,独角兽"
300772.SZ,运达股份,"海上风电,风电",地方国资改革,"送转填权,深股通"
300338.SZ,ST开元,"职业教育,物联网,在线教育,能源互联网,虚拟数字人",,ST板块
002811.SZ,郑中设计,装配式建筑,,
002501.SZ,利源精制,"高端装备,有色铝,轨道交通","苹果,军工,特斯拉",摘帽
600375.SH,汉马科技,"燃料电池,汽车制造,换电,新能源汽车,垃圾分类",军工,"融资融券,股权转让,转融券标的"
600337.SH,美克家居,"燃料电池,消费金融,智能物流,C2M,电子商务",,"融资融券,标普道琼斯A股,转融券标的,国开行,富时罗素股,富时罗素,沪股通"
600588.SH,用友网络,"互联网医疗,虚拟运营商,移动支付,征信,智能医疗,互联网金融,电子信息,区块链应用,云计算,工业互联网,大数据,SAAS,区块链,智能制造,电子商务","电信业整合,阿里巴巴,智慧党建,国产软件,蔚来汽车,联通混改,国产替代","MSCI,融资融券,标普道琼斯A股,参股民营银行,参股保险,转融券标的,富时罗素股,参股新三板,富时罗素,沪股通,去IOE,证金持股"
600256.SH,广汇能源,"煤化工,氢能源,LNG加气站,天然气,LNG动力船,煤炭,甲醇,光伏,页岩气","俄乌冲突,碳中和,一带一路,西气东输,油品改革","MSCI,融资融券,标普道琼斯A股,转融券标的,半年报预增,富时罗素股,富时罗素,沪股通"
600280.SH,中央商场,"预制菜,商超百货,便利店,电子商务,移动购物",新零售,富时罗素股
603009.SH,北特科技,"汽车制造,新能源汽车,汽车热管理","特斯拉,比亚迪",参股新三板
600310.SH,桂东电力,"抽水蓄能,超超临界发电,绿色电力,光伏,风电","电力改革,地方国资改革","融资融券,标普道琼斯A股,转融券标的,创投,参股券商,富时罗素股,富时罗素"
000005.SZ,ST星源,"废气处理,土壤修复,固废处理",,"国际板,ST板块"
002670.SZ,国盛金控,"区块链,消费金融,互联网保险",,"融资融券,标普道琼斯A股,转融券标的,参股券商,富时罗素股,深股通,富时罗素"
002048.SZ,宁波华翔,汽车电子,"宁德时代,蔚来汽车,恒大,特斯拉","融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
300485.SZ,赛升药业,"重组蛋白,医疗器械,抗肿瘤,生物疫苗,中医药,生物医药,抗癌,辅助生殖,肝炎","新冠治疗,新冠检测","半年报预增,创投,富时罗素股,深股通,参股新三板,富时罗素"
000532.SZ,华金资本,"重金属治理,IPV6,污水处理,锂电池,口罩,元器件,石墨烯",地方国资改革,"创投,独角兽,参股券商,参股新三板,澳交所"
688596.SH,正帆科技,"集成电路,光伏",中芯国际,"融资融券,转融券标的"
000568.SZ,泸州老窖,"白酒,超级品牌","收入改革,大消费,地方国资改革","MSCI,融资融券,标普道琼斯A股,老字号,转融券标的,参股券商,富时罗素股,深股通,富时罗素,证金持股"
605389.SH,长龄液压,高端装备,专精特新,
002821.SZ,凯莱英,"创新药,CRO,生物医药,抗癌",辉瑞,"MSCI,融资融券,标普道琼斯A股,转融券标的,半年报预增,富时罗素股,深股通,富时罗素"
002608.SZ,江苏国信,"储能,光伏,超超临界发电","电力改革,地方国资改革","标普道琼斯A股,融资融券,参股保险,转融券标的,富时罗素股,深股通,信托"
