股票代码,股票简称,概念名称,行业概念,事件概念,交易概念
000559.SZ,万向钱潮,"军工,工业互联网,工业4.0,芯片,深股通,MCU芯片,融资融券,标普道琼斯A股,比亚迪","芯片,工业互联网,MCU芯片","工业4.0,比亚迪,军工","标普道琼斯A股,深股通,融资融券"
002913.SZ,奥士康,"小米,送转填权,PCB,MiniLED,深股通,富士康,标普道琼斯A股,汽车电子","汽车电子,MiniLED,PCB","小米,富士康","标普道琼斯A股,送转填权,深股通"
600960.SH,渤海汽车,"中俄贸易,汽车热管理,新能源汽车,比亚迪,工业母机","汽车热管理,工业母机,新能源汽车",比亚迪,
002500.SZ,山西证券,"MSCI,深股通,证金持股,融资融券,标普道琼斯A股",,,"MSCI,深股通,证金持股,融资融券,标普道琼斯A股"
000667.SZ,美好置业,"特色小镇,PPP,装配式建筑,融资融券,标普道琼斯A股,新型城镇化",装配式建筑,"特色小镇,新型城镇化,PPP","标普道琼斯A股,融资融券"
603606.SH,东方电缆,"沪股通,高端装备,风电,参股券商,融资融券","风电,高端装备",,"沪股通,参股券商,融资融券"
301222.SZ,浙江恒威,"智能制造,人民币贬值受益,工业互联网,融资融券,新股与次新股,注册制次新股","智能制造,工业互联网",,"人民币贬值受益,新股与次新股,注册制次新股,融资融券"
002949.SZ,华阳国际,装配式建筑,装配式建筑,,
002531.SZ,天顺风能,"标普道琼斯A股,风电,深股通,融资融券",风电,,"标普道琼斯A股,深股通,融资融券"
300600.SZ,国瑞科技,"军工,国产航母,军民融合,核电,股权转让","国产航母,核电","军工,军民融合",股权转让
002898.SZ,赛隆药业,"横琴新区,幽门螺杆菌,仿制药一致性评价,肝炎","幽门螺杆菌,仿制药一致性评价,肝炎",,
000541.SZ,佛山照明,"华为,参股银行,智能家居,网络直播,证金持股,节能照明,融资融券,标普道琼斯A股","智能家居,节能照明,网络直播",华为,"标普道琼斯A股,参股银行,证金持股,融资融券"
601106.SH,中国一重,"军工,黑龙江自贸区,特斯拉,央企国资改革,国产航母,军民融合,核电,中字头股票,风电,一带一路,小金属,融资融券,债转股(AMC),金属镍","国产航母,核电,风电,小金属,金属镍","军工,特斯拉,央企国资改革,军民融合,一带一路","中字头股票,债转股(AMC),融资融券"
603069.SH,海汽集团,"免税店,海南自贸区,新能源汽车","免税店,新能源汽车",,
002098.SZ,浔兴股份,"跨境电商,参股新三板,壳资源,网红经济",跨境电商,网红经济,"参股新三板,壳资源"
003038.SZ,鑫铂股份,"专精特新,半年报预增,光伏",光伏,专精特新,半年报预增
601127.SH,赛力斯,"室外经济,百度,华为,参股银行,新能源汽车,工业4.0,融资融券,阿里巴巴,无人驾驶,标普道琼斯A股,车联网,华为汽车","车联网,无人驾驶,新能源汽车","室外经济,百度,华为,工业4.0,阿里巴巴,华为汽车","标普道琼斯A股,参股银行,融资融券"
601198.SH,东兴证券,"沪股通,期货,MSCI,央企国资改革,证金持股,北交所,融资融券,标普道琼斯A股,债转股(AMC)",,央企国资改革,"沪股通,期货,MSCI,证金持股,北交所,融资融券,标普道琼斯A股,债转股(AMC)"
002024.SZ,ST易购,"大数据,区块链,农村电商,MSCI,跨境电商,家用电器,体育产业,网络直播,新零售,ST板块,智能物流,冷链物流,独角兽,乡村振兴,阿里巴巴,供应链金融,标普道琼斯A股,互联网保险,人工智能,互联网金融,电子商务,智能家居,三胎,超级品牌,股权转让,无人零售","大数据,区块链,人工智能,冷链物流,电子商务,互联网金融,体育产业,智能家居,网络直播,家用电器,跨境电商,超级品牌,供应链金融,互联网保险,无人零售,智能物流","农村电商,三胎,乡村振兴,新零售,阿里巴巴","MSCI,独角兽,ST板块,标普道琼斯A股,股权转让"
300111.SZ,向日葵,生物医药,生物医药,,
601519.SH,大智慧,"融资融券,互联网金融,网络直播","互联网金融,网络直播",,融资融券
603396.SH,金辰股份,"光伏,HJT电池,专精特新,工业4.0,TOPCON电池","光伏,HJT电池,TOPCON电池","工业4.0,专精特新",
300175.SZ,朗源股份,"大数据,期货,工业大麻,云计算,边缘计算,数据中心,土地流转","大数据,工业大麻,云计算,边缘计算,数据中心",土地流转,期货
002352.SZ,顺丰控股,"区块链,同花顺漂亮100,半年报预增,冷链物流,无人机,MSCI,深股通,融资融券,标普道琼斯A股,智能物流,REITs","区块链,冷链物流,无人机,智能物流,REITs",,"半年报预增,MSCI,深股通,融资融券,标普道琼斯A股"
600004.SH,白云机场,"标普道琼斯A股,粤港澳大湾区,MSCI,融资融券",,,"标普道琼斯A股,MSCI,融资融券"
600735.SH,新华锦,"人民币贬值受益,养老,三胎,跨境电商,石墨烯,医疗器械","跨境电商,养老,医疗器械,石墨烯",三胎,人民币贬值受益
600621.SH,华鑫股份,"上海国资改革,期货,创投,参股券商,融资融券,股权转让",,,"期货,创投,参股券商,融资融券,股权转让"
601166.SH,兴业银行,"沪股通,跨境支付（CIPS）,海峡两岸,MSCI,融资融券,标普道琼斯A股",跨境支付（CIPS）,海峡两岸,"标普道琼斯A股,MSCI,沪股通,融资融券"
300491.SZ,通合科技,"创业板重组松绑,充电桩,智能电网,雄安新区,军工,换电,新能源汽车,汽车电子,高压快充","充电桩,智能电网,换电,新能源汽车,汽车电子,高压快充",军工,创业板重组松绑
300418.SZ,昆仑万维,"区块链,元宇宙,网络游戏,虚拟现实,电子商务,MSCI,独角兽,创投,在线教育,深股通,手机游戏,无人驾驶,融资融券,人工智能,网红经济","区块链,元宇宙,虚拟现实,电子商务,手机游戏,在线教育,无人驾驶,网络游戏,人工智能",网红经济,"MSCI,独角兽,创投,深股通,融资融券"
000777.SZ,中核科技,"金改,超超临界发电,央企国资改革,核电,幽门螺杆菌,一带一路,融资融券","超超临界发电,幽门螺杆菌,核电","金改,一带一路,央企国资改革",融资融券
601236.SH,红塔证券,"央企国资改革,期货,融资融券",,央企国资改革,"期货,融资融券"
688371.SH,菲沃泰,"苹果,小米,科创次新股,融资融券,新股与次新股",,"小米,苹果","新股与次新股,科创次新股,融资融券"
688711.SH,宏微科技,"芯片,专精特新,华为,融资融券",芯片,"华为,专精特新",融资融券
603309.SH,维力医疗,"口罩,半年报预增,医疗器械","口罩,医疗器械",,半年报预增
601128.SH,常熟银行,"沪股通,MSCI,融资融券,标普道琼斯A股",,,"标普道琼斯A股,MSCI,沪股通,融资融券"
300747.SZ,锐科激光,"5G,高端装备,央企国资改革,深股通,融资融券,工业母机","5G,工业母机,高端装备",央企国资改革,"深股通,融资融券"
002963.SZ,豪尔赛,"雄安新区,智慧灯杆,智慧城市,节能照明,冬奥会,集成电路","集成电路,节能照明","冬奥会,智慧城市,智慧灯杆",
688048.SH,长光华芯,"专精特新,华为,科创次新股,芯片,融资融券,新股与次新股",芯片,"华为,专精特新","新股与次新股,科创次新股,融资融券"
002249.SZ,大洋电机,"充电桩,军工,稀土永磁,标普道琼斯A股,氢能源,燃料电池,芯片,深股通,融资融券,恒大,新能源汽车","充电桩,稀土永磁,芯片,燃料电池,新能源汽车,氢能源","恒大,军工","标普道琼斯A股,深股通,融资融券"
600973.SH,宝胜股份,"光伏,智能电网,大飞机,特斯拉,央企国资改革,标普道琼斯A股,核电,恒大,高铁","光伏,智能电网,核电,大飞机,高铁","恒大,特斯拉,央企国资改革",标普道琼斯A股
688173.SH,希荻微,"科创次新股,汽车芯片,芯片,融资融券,新股与次新股","芯片,汽车芯片",,"新股与次新股,科创次新股,融资融券"
601009.SH,南京银行,"沪股通,MSCI,证金持股,融资融券,标普道琼斯A股",,,"沪股通,MSCI,证金持股,融资融券,标普道琼斯A股"
300470.SZ,中密控股,"参股新三板,深股通,军工,核电",核电,军工,"参股新三板,深股通"
300880.SZ,迦南智能,"充电桩,智能电网,虚拟电厂,电力物联网,物联网,融资融券","充电桩,智能电网,虚拟电厂,电力物联网,物联网",,融资融券
603326.SH,我乐家居,恒大,,恒大,
600741.SH,华域汽车,"沪股通,上海国资改革,小米,特斯拉,MSCI,新能源汽车,证金持股,汽车热管理,参股券商,融资融券,标普道琼斯A股,比亚迪,汽车电子","汽车电子,汽车热管理,新能源汽车","比亚迪,特斯拉,小米","沪股通,MSCI,证金持股,参股券商,融资融券,标普道琼斯A股"
600208.SH,新湖中宝,"大数据,共同富裕示范区,区块链,锂电池,元宇宙,期货,互联网金融,MSCI,独角兽,参股银行,标普道琼斯A股,NFT,证金持股,培育钻石,融资融券,煤炭,长三角一体化","大数据,区块链,锂电池,元宇宙,互联网金融,NFT,培育钻石,煤炭",,"期货,参股银行,MSCI,独角兽,证金持股,融资融券,标普道琼斯A股"
600178.SH,东安动力,"黑龙江自贸区,新能源汽车,央企国资改革,节能环保","新能源汽车,节能环保",央企国资改革,
300182.SZ,捷成股份,"超清视频,抖音,数字经济,元宇宙,虚拟现实,虚拟数字人,华为,小米,知识产权保护,在线教育,深股通,腾讯,国产软件,融资融券,冬奥会,文化传媒","超清视频,元宇宙,虚拟现实,虚拟数字人,知识产权保护,在线教育,文化传媒","抖音,数字经济,华为,小米,腾讯,国产软件,冬奥会","深股通,融资融券"
600312.SH,平高电气,"柔性直流输电,充电桩,半年报预增,智能电网,高端装备,数字孪生,央企国资改革,特高压,风电,一带一路,融资融券,标普道琼斯A股,储能","柔性直流输电,充电桩,智能电网,高端装备,数字孪生,特高压,风电,储能","一带一路,央企国资改革","标普道琼斯A股,半年报预增,融资融券"
833509.BJ,同惠电子,专精特新,,专精特新,
002808.SZ,恒久科技,"燃料电池,军工,区块链,网络安全","网络安全,区块链,燃料电池",军工,
300215.SZ,电科院,"柔性直流输电,智能电网,军工,特高压,军民融合,深股通","柔性直流输电,智能电网,特高压","军工,军民融合",深股通
600369.SH,西南证券,"沪股通,期货,MSCI,融资融券,标普道琼斯A股",,,"沪股通,期货,MSCI,融资融券,标普道琼斯A股"
002656.SZ,ST摩登,"区块链,虚拟现实,三胎,ST板块,腾讯,新能源汽车,分拆上市意愿","区块链,虚拟现实,新能源汽车","腾讯,三胎","ST板块,分拆上市意愿"
603313.SH,梦百合,"沪股通,半年报预增,人民币贬值受益,独角兽,智能家居,跨境电商,C2M","跨境电商,智能家居,C2M",,"沪股通,人民币贬值受益,半年报预增,独角兽"
600345.SH,长江通信,"5G,央企国资改革,融资融券,标普道琼斯A股,智能交通,卫星导航","5G,智能交通,卫星导航",央企国资改革,"标普道琼斯A股,融资融券"
301226.SZ,祥明智能,"充电桩,智能制造,冷链物流,华为,机器人,融资融券,新能源汽车,汽车热管理,空气能热泵,数据中心,比亚迪,新股与次新股,注册制次新股","充电桩,智能制造,冷链物流,机器人,汽车热管理,空气能热泵,数据中心,新能源汽车","比亚迪,华为","新股与次新股,注册制次新股,融资融券"
601138.SH,工业富联,"沪股通,5G,同花顺漂亮100,大数据,苹果,智能制造,MSCI,工业互联网,机器人,融资融券,智慧城市,云计算,物联网,富士康,标普道琼斯A股,新能源汽车,人工智能","大数据,5G,智能制造,工业互联网,机器人,云计算,物联网,新能源汽车,人工智能","智慧城市,富士康,苹果","标普道琼斯A股,MSCI,沪股通,融资融券"
002121.SZ,科陆电子,"充电桩,锂电池,无线充电,智能电网,华为,互联网金融,深圳国资改革,虚拟电厂,电力物联网,边缘计算,新能源汽车,标普道琼斯A股,储能","充电桩,锂电池,无线充电,智能电网,互联网金融,虚拟电厂,电力物联网,边缘计算,新能源汽车,储能",华为,标普道琼斯A股
300536.SZ,农尚环境,"创业板重组松绑,垃圾分类,节能环保,PPP,芯片,股权转让","芯片,垃圾分类,节能环保",PPP,"创业板重组松绑,股权转让"
000911.SZ,南宁糖业,"口罩,土地流转",口罩,土地流转,
600909.SH,华安证券,"标普道琼斯A股,MSCI,期货,融资融券",,,"标普道琼斯A股,MSCI,期货,融资融券"
603101.SH,汇嘉时代,"室外经济,预制菜,新零售",预制菜,"新零售,室外经济",
300033.SZ,同花顺,"大数据,互联网金融,MSCI,电子商务,机器人,深股通,国产软件,融资融券,人工智能","大数据,电子商务,互联网金融,机器人,人工智能",国产软件,"深股通,MSCI,融资融券"
600882.SH,妙可蓝多,"沪股通,乳业",乳业,,沪股通
601399.SH,国机重装,"抽水蓄能,水利,智能制造,高端装备,超超临界发电,大飞机,央企国资改革,核电,固废处理,风电,一带一路,氢能源,储能,工业母机","抽水蓄能,水利,智能制造,高端装备,超超临界发电,核电,固废处理,氢能源,风电,大飞机,储能,工业母机","一带一路,央企国资改革",
600556.SH,天下秀,"沪股通,区块链,大数据,元宇宙,职业教育,知识产权保护,NFT,文化传媒,网红经济","大数据,区块链,元宇宙,职业教育,知识产权保护,NFT,文化传媒",网红经济,沪股通
603590.SH,康辰药业,"猴痘,专精特新,知识产权保护,创投,标普道琼斯A股",知识产权保护,"专精特新,猴痘","标普道琼斯A股,创投"
002423.SZ,中粮资本,"金改,期货,参股保险,央企国资改革,深股通,信托",,"金改,央企国资改革","深股通,信托,期货,参股保险"
002174.SZ,游族网络,"大数据,抖音,电子竞技,网络游戏,虚拟现实,华为,云游戏,MSCI,手机游戏,深股通,腾讯,参股新三板,融资融券,标普道琼斯A股","大数据,虚拟现实,云游戏,手机游戏,网络游戏,电子竞技","华为,抖音,腾讯","MSCI,参股新三板,深股通,融资融券,标普道琼斯A股"
601669.SH,中国电建,"钴,MSCI,特高压,中字头股票,风电,融资融券,光伏,碳中和,抽水蓄能,碳交易,央企国资改革,一带一路,标普道琼斯A股,沪股通,同花顺漂亮100,水利,PPP,绿色电力,证金持股,小金属","光伏,抽水蓄能,钴,水利,特高压,绿色电力,风电,小金属","碳中和,碳交易,央企国资改革,PPP,一带一路","沪股通,MSCI,中字头股票,证金持股,融资融券,标普道琼斯A股"
300795.SZ,米奥会展,"大数据,人民币贬值受益,电子商务,摘帽,一带一路","大数据,电子商务",一带一路,"人民币贬值受益,摘帽"
601952.SH,苏垦农发,"沪股通,农业种植,乡村振兴,粮食,融资融券,土地流转,玉米","粮食,玉米,农业种植","乡村振兴,土地流转","沪股通,融资融券"
601099.SH,太平洋,"标普道琼斯A股,互联网金融,MSCI,融资融券",互联网金融,,"标普道琼斯A股,MSCI,融资融券"
603099.SH,长白山,网约车,网约车,,
603833.SH,欧派家居,"沪股通,同花顺漂亮100,MSCI,C2M,融资融券,标普道琼斯A股",C2M,,"标普道琼斯A股,MSCI,沪股通,融资融券"
