POS,market,sec_code,sec_name,now_price,chg,所属概念,概念个数0#,投资逻辑,主营关键字,所属通达信行业
527,0,000049,德赛电池,34.24,-1.81,储能;智能穿戴;锂电池;苹果概念;5G概念;消费电子;物联网;新能源车;小米概念;无线耳机,10,全球中小型移动电源领域的领导厂商之一,锂电池电源管理,@通达信行业@
528,0,000050,深天马Ａ,9.18,-1.82,智能穿戴;苹果概念;芯片;电子纸;MiniLED;OLED概念;超清视频;央企改革;虚拟现实;小米概念,10,国内液晶面板行业领先企业,液晶面板,@通达信行业@
529,0,000055,方大集团,4.61,-0.22,绿色电力;含B股;绿色建筑;BIPV概念;一带一路;铁路基建;光伏;粤港澳;装配建筑;绿色照明,10,全球领先的屏蔽门供应商及施工方,节能幕墙,@通达信行业@
530,0,002558,巨人网络,20.51,-8.19,在线旅游;华为鸿蒙;虚拟现实;网络游戏;百度概念;创投概念;云游戏;腾讯概念;元宇宙;互联金融,10,移动电竞行业领跑者,游戏,@通达信行业@
531,0,300332,天壕环境,11.24,-0.88,含可转债;污水处理;PVDF概念;天然气;互联金融;创投概念;页岩气;雄安新区;PPP概念;节能,10,以合同能源管理模式从事余热发电项目的领军企业,天然气,@通达信行业@
532,0,300067,安诺其,2.86,0.35,C2M概念;国防军工;PPP概念;节能;电商概念;分散染料;电子纸;区块链;污水处理;新材料,10,专注于新型纺织面料和个性化需求面料的染料产品,染料,@通达信行业@
533,0,002296,辉煌科技,8.44,-1.97,工业互联;储能;区块链;大飞机;博彩概念;高端装备;铁路基建;信创;国防军工;卫星导航,10,铁路监控产品领域领先企业,轨道交通监控产品,@通达信行业@
534,0,000801,四川九洲,7.21,-1.10,无人机;物联网;国防军工;卫星导航;人工智能;5G概念;光通信;军民融合;大飞机;超清视频,10,数字电视机顶盒市场占有率居行业前列,智能终端产品,@通达信行业@
535,0,300340,科恒股份,11.69,-1.18,稀土永磁;钙钛矿;新能源车;燃料电池;绿色照明;口罩防护;锂电池;碳中和;粤港澳;稀缺资源,10,锂电正极材料和锂电设备领先企业,锂电材料,@通达信行业@
536,0,300872,天阳科技,16.08,-3.25,跨境支付;数字货币;人工智能;含可转债;大数据;智慧政务;互联金融;国产软件;信创;区块链,10,银行IT领先企业之一,金融云,@通达信行业@
537,0,300343,联创股份,6.81,-3.13,降解塑料;节能;钠电池;新材料;PVDF概念;聚氨酯;氟概念;绿色建筑;锂电池;虚拟现实,10,知名氟化工生产企业,氟化工、聚氨酯,@通达信行业@
538,0,300609,汇纳科技,27.91,-3.69,数据要素;智能机器;ChatGPT;人工智能;虚拟现实;新零售;东数西算;信创;大数据;智慧政务,10,客流分析系统龙头企业之一,客流分析系统,@通达信行业@
539,0,300081,恒信东方,10.21,-7.10,5G概念;数字水印;人工智能;ChatGPT;网络游戏;AIGC概念;Web3概念;元宇宙;虚拟现实;智能机器,10,数字创意产业领域知名企业,数字创意产品,@通达信行业@
540,0,300348,长亮科技,11.70,-4.10,信创;Web3概念;跨境支付;人工智能;国产软件;互联金融;大数据;数字货币;腾讯概念;阿里概念,10,国内领先的金融核心系统解决方案供应商,金融软件,@通达信行业@
541,0,000815,美利云,13.20,-1.49,央企改革;数据中心;绿色电力;光伏;锂电池;算力概念;大数据;东数西算;云计算;国资云,10,传统造纸企业，布局云计算产业,文化用纸,@通达信行业@
542,0,002851,麦格米特,36.18,10.00,含可转债;石墨烯;光伏;小米概念;智能家居;三代半导;新型烟草;新能源车;充电桩;5G概念,10,国内知名家电电控、工业电源供应商,电控&电源,@通达信行业@
543,0,000155,川能动力,13.88,-1.77,储能;绿色电力;风电;锂电池;锂矿;节能;磷概念;新能源车;电池回收;光伏,10,主营业务增加风力发电和光伏发电，转型新型能源行业,风电,@通达信行业@
544,1,603106,恒银科技,5.71,-4.19,一带一路;信创;区块链;智能医疗;操作系统;人工智能;AIGC概念;互联金融;雄安新区;智慧政务,10,国内领先的智慧银行解决方案提供商,现金类自助设备,@通达信行业@
545,0,002055,得润电子,10.10,-1.27,新能源车;消费电子;无人驾驶;OLED概念;汽车电子;高压快充;特斯拉;智能穿戴;小米概念;苹果概念,10,国内家电连接器的龙头制造商,连接器,@通达信行业@
546,0,300895,铜牛信息,37.61,-2.99,国资云;核电核能;东数西算;信息安全;数据中心;量子科技;大数据;云计算;数字孪生;算力概念,10,IDC云平台龙头,IDC及增值服务,@通达信行业@
547,0,300102,乾照光电,6.55,-1.36,光伏;MicroLED;卫星导航;氮化镓;芯片;绿色照明;国防军工;海峡西岸;三代半导;MiniLED,10,LED芯片国内主要供应商之一,LED芯片及外延片,@通达信行业@
548,0,300903,科翔股份,10.24,0.69,存储芯片;5G概念;特斯拉;汽车电子;Chiplet;消费电子;芯片;无人机;钠电池;光伏,10,PCB行业领先企业,印制电路板,@通达信行业@
549,0,002599,盛通股份,9.01,-9.99,机器视觉;跨境电商;华为鸿蒙;虚拟现实;新冠检测;抖音概念;智能机器;数字孪生;元宇宙;人工智能,10,北京市优秀的全彩出版物综合印刷服务商,出版印刷,@通达信行业@
550,0,002074,国轩高科,27.32,-1.66,储能;新能源车;固态电池;含GDR;电池回收;锂电池;充电桩;锂矿;含GDR;智能电网,10,动力锂电池行业领先者之一,动力锂电池,@通达信行业@
551,1,600118,中国卫星,28.81,0.21,无人机;高端装备;6G概念;军民融合;芯片;大飞机;国防军工;一带一路;卫星导航;央企改革,10,小卫星龙头,卫星制造,@通达信行业@
552,1,601226,华电重工,6.78,2.11,智能机器;央企改革;高端装备;雄安新区;燃料电池;氢能源;风电;核电核能;一带一路;临界发电,10,全球最大的冶金工程建设综合企业集团之一,建筑安装,@通达信行业@
553,1,600764,中国海防,26.63,-2.67,智能交通;卫星导航;央企改革;风电;天然气;通达信88;雄安新区;毫米雷达;量子科技;国防军工,10,国内水声信息传输装备领先企业,水声电子装备,@通达信行业@
554,0,300117,嘉寓股份,3.10,8.01,新零售;光伏;装配建筑;智能机器;BIPV概念;装饰园林;绿色建筑;雄安新区;HJT电池;TOPCon,10,公司具备高效光伏组件及光伏电站EPC总承包完整产业链,太阳能光伏,@通达信行业@
555,1,601231,环旭电子,14.11,-2.08,元宇宙;汽车电子;信创;无线耳机;智能穿戴;新型烟草;英伟达;消费电子;含可转债;苹果概念,10,全球前十大电子设计制造领导厂商,电子代工,@通达信行业@
556,0,002347,泰尔股份,5.45,-0.18,智能机器;创投概念;工业互联;超级电容;人工智能;国防军工;3D打印;锂电池;新能源车;电池回收,10,联轴器行业龙头，在国内及全球市场均处于领先地位,冶金设备核心备件,@通达信行业@
557,0,002889,东方嘉盛,19.83,-0.65,人工智能;冷链物流;5G概念;腾讯概念;大数据;生物疫苗;一带一路;特斯拉;跨境电商;智能机器,10,我国最早涉足供应链管理行业的本土企业之一,供应链管理服务,@通达信行业@
558,0,300925,法本信息,15.38,-3.39,抖音概念;人工智能;特斯拉;含可转债;国产软件;阿里概念;信创;百度概念;区块链;腾讯概念,10,国内一流的信息技术外包企业,信息技术外包,@通达信行业@
559,1,600775,南京熊猫,10.90,3.61,智能交通;5G概念;智能机器;央企改革;人脑工程;物联网;无人机;含H股;消费电子;智慧城市,10,智能制造和平安城市领域重要企业,电子制造、信息网络设备,@通达信行业@
560,0,301213,观想科技,42.21,-3.19,虚拟现实;Web3概念;数字孪生;国防军工;区块链;三代半导;机器视觉;人工智能;边缘计算;电子身份,10,国内较早专注于装备管理信息化解决方案的民营企业,军用软件,@通达信行业@
561,0,300128,锦富技术,4.14,-1.90,新零售;苹果概念;特斯拉;光伏;消费电子;OLED概念;石墨烯;小米概念;电子纸;大数据,10,国内光电显示薄膜器件领域领先企业,光电显示薄膜器件,@通达信行业@
562,0,002355,兴民智通,4.74,2.16,工业大麻;新型烟草;民营银行;人工智能;无人驾驶;数据要素;粤港澳;大数据;边缘计算,9,全国钢制车轮行业的龙头企业,钢制车轮,@通达信行业@
563,0,000513,丽珠集团,38.77,-0.72,猴痘概念;辅助生殖;创新药;粤港澳;新冠药;基因概念;含H股;生物疫苗;新冠检测,9,抗肿瘤、辅助生殖、消化道、精神和神经用药领域领先,诊断试剂及设备,@通达信行业@
564,0,301221,光庭信息,69.55,10.31,智慧政务;汽车电子;时空数据;智慧城市;新能源车;无人驾驶;人工智能;华为鸿蒙;小米概念,9,汽车电子优秀软件企业,汽车电子软件,@通达信行业@
565,0,002906,华阳集团,33.94,-0.85,特斯拉;芯片;胎压监测;创投概念;毫米雷达;无人驾驶;粤港澳;汽车电子;百度概念,9,汽车电子行业领军者,汽车电子、精密压铸,@通达信行业@
566,1,688256,寒武纪,230.98,-13.49,操作系统;阿里概念;算力概念;边缘计算;Chiplet;东数西算;人脑工程;芯片;人工智能,9,国内人工智能芯片龙头企业之一,人工智能芯片,@通达信行业@
567,0,002632,道明光学,6.84,-1.16,锂电池;元宇宙;充电桩;安防服务;新能源车;虚拟现实;新材料;固态电池;石墨烯,9,国内反光材料行业的龙头企业之一,反光膜,@通达信行业@
568,0,002104,恒宝股份,8.77,-2.01,智慧政务;区块链;互联金融;物联网;ETC概念;操作系统;数字货币;5G概念;电子身份,9,智能卡行业的领军企业,智能卡产品,@通达信行业@
569,0,002909,集泰股份,7.35,-2.00,新能源车;有机硅;新材料;一带一路;光伏;装配建筑;粤港澳;碳中和;绿色建筑,9,国内有机硅密封胶和水性涂料行业的龙头企业,有机硅密封胶,@通达信行业@
570,1,600157,永泰能源,1.44,2.13,核电核能;绿色电力;赛马概念;物联网;临界发电;钒电池;海南自贸;光伏;页岩气,9,国内煤电能源产业领先者,电力、煤炭,@通达信行业@
571,0,002106,莱宝高科,8.35,-0.83,小米概念;光伏;消费电子;新材料;汽车电子;电子纸;新能源车;石墨烯;央企改革,9,掌握STN型ITO导电玻璃和彩色滤光片核心技术的企业,ITO导电玻璃,@通达信行业@
572,0,002912,中新赛克,46.44,-3.41,工业互联;大数据;5G概念;国产软件;操作系统;物联网;信息安全;职业教育;云计算,9,网络数据可视化龙头企业,网络可视化,@通达信行业@
573,1,600496,精工钢构,3.65,-0.82,新型城镇;BIPV概念;NMN概念;数据中心;杭州亚运;一带一路;装配建筑;雄安新区;含可转债,9,具有竞争力的钢结构龙头企业,钢结构,@通达信行业@
574,1,603687,大胜达,8.33,-2.80,含可转债;数字孪生;AIGC概念;烟草概念;人工智能;ChatGPT;物联网;智能机器;数字水印,9,国内领先的包装印刷综合解决方案专业供应商,纸包装,@通达信行业@
575,0,002370,亚太药业,4.01,-0.99,创新药;工业大麻;仿制药;CXO概念;含可转债;新冠药;猴痘概念;幽门菌;肝炎概念,9,具备新药研发各个主要阶段的CRO全业务链服务能力,CRO服务、制剂,@通达信行业@
576,1,600499,科达制造,10.86,-1.36,空气治理;含GDR;锂矿;盐湖提锂;含GDR;锂电池;一带一路;新能源车;高端装备,9,国内首家加气混凝土板材设备商、掌握核心关键技术,建材机械,@通达信行业@
577,0,300676,华大基因,59.73,-2.97,肝炎概念;婴童概念;猴痘概念;区块链;大数据;辅助生殖;新冠检测;创投概念;基因概念,9,国内基因检测龙头企业,基因检测服务,@通达信行业@
578,1,600166,福田汽车,3.38,2.11,无人驾驶;大数据;冷链物流;百度概念;燃料电池;智能交通;地摊经济;氢能源;新能源车,9,国内重要的商用车生产企业之一,轻卡,@通达信行业@
579,0,002376,新北洋,8.07,-1.10,信创;数字货币;物联网;智能机器;含可转债;机器视觉;新零售;智慧政务;换电概念,9,专用打印扫描领域领先企业,打印机,@通达信行业@
580,0,300152,新动力,2.68,-1.47,生物质能;燃料电池;污水处理;氢能源;创投概念;雄安新区;PPP概念;空气治理;节能,9,国家首批获得特许经营试点资格的专业环保公司,环保装备,@通达信行业@
581,0,300682,朗新科技,24.00,-3.54,工业互联;边缘计算;云计算;超清视频;虚拟电厂;区块链;充电桩;光伏;国产软件,9,电力信息化龙头企业,电力软件开发,@通达信行业@
582,0,300422,博世科,5.81,-1.86,碳中和;雄安新区;污水处理;节能;电池回收;含可转债;垃圾分类;医废处理;PPP概念,9,水污染治理整体解决方案提供商,水处理设备,@通达信行业@
583,0,300423,昇辉科技,10.35,1.07,智能家居;工业互联;智慧城市;智能电网;安防服务;储能;燃料电池;绿色照明;氢能源,9,国内领先的电气成套设备综合解决方案服务商,电气成套设备,@通达信行业@
584,1,600509,天富能源,8.21,6.90,绿色电力;石墨烯;临界发电;光伏;生物质能;三代半导;储能;天然气;一带一路,9,发、供、调一体化的综合性能源企业,火电（新疆）,@通达信行业@
585,0,002121,科陆电子,7.25,-2.16,智能电网;锂电池;智慧城市;储能;互联金融;边缘计算;虚拟电厂;物联网;充电桩,9,国内用电采集系统领域龙头企业,电力测量仪器仪表及检查装置,@通达信行业@
586,0,300687,赛意信息,30.30,-4.05,国产软件;人工智能;工业互联;边缘计算;云计算;大数据;C2M概念;工业软件;创投概念,9,工业信息化领域龙头企业之一,软件实施开发服务,@通达信行业@
587,1,600811,东方集团,2.22,-0.45,电子身份;中俄贸易;乡村振兴;新型城镇;人造肉;化肥概念;跨境支付;粮食概念;预制菜,9,主营粮油购销，发展现代农业及健康食品的大型控股集团,粮油购销,@通达信行业@
588,1,601598,中国外运,4.54,-0.44,含H股;一带一路;电商概念;跨境电商;中俄贸易;央企改革;中特估;区块链;冷链物流,9,公司是中国最大的综合物流整合商,货运代理,@通达信行业@
589,0,002655,共达电声,12.80,-1.16,芯片;汽车电子;智能穿戴;苹果概念;无线耳机;元宇宙;新型烟草;消费电子;小米概念,9,国内领先的微型电声元器件提供商,电声器件,@通达信行业@
590,0,002937,兴瑞科技,24.28,-2.02,无人驾驶;汽车电子;超清视频;消费电子;智能家居;特斯拉;一带一路;虚拟现实;5G概念,9,模具技术为核心的重要精密件厂商,精密电子零部件,@通达信行业@
